round,harmonic_mean_purity_p1,adjusted_rand_index,normalized_mutual_info,topic_coherence_cv,topic_alignment_pn
round_0_cps,0.4259815165123931,0.23625196490405767,0.36285694867672674,0.5576187491560676,0.3944192325945599
round_1_random,0.3328014455490204,0.10526526726324786,0.2056539760331918,0.5138197479671367,0.2692277107911061
round_2_random,0.34312785655067496,0.09458249901015559,0.24397396882983322,0.5207835508364441,0.2935509126902541
round_3_random,0.3941413712962981,0.2392885861701495,0.37961052008719276,0.5533004076295326,0.38687594569174544
