round,exact_match_pct,cosine_similarity,bert_score_f1,jaccard_similarity,levenshtein_similarity,harmonic_mean_purity_p1,adjusted_rand_index,normalized_mutual_info,topic_coherence_cv,topic_alignment_pn
round_0_cps,9.580934101087651,0.3746446111015663,0.8644773358011902,0.10212745737674223,0.25054195780561095,0.376044568146122,0.1866085030747245,0.3624633356079968,0.493912660103227,0.3692539518770594
round_1_random,4.61852207293666,0.38295539303185444,0.8790092019161038,0.07402926336757969,0.20571300412769516,0.3711372146703813,0.1646333852733174,0.3545640156296452,0.4929363578221438,0.3628506151500132
round_2_random,16.81062060140755,0.41952891807426634,0.8884107454384963,0.16496864751829912,0.28727455528061263,0.4005006646672305,0.2018698744452703,0.3488821663901301,0.4761947013836175,0.3746914155286803
round_3_random,1.6714651311580295,0.39345958780687895,0.8616329167725935,0.09166693867149277,0.20838717453782268,0.4313697901689466,0.2479511090924907,0.3889343330764788,0.4709527007174348,0.4101520616227128
