round,harmonic_mean_purity_p1,adjusted_rand_index,normalized_mutual_info,topic_coherence_cv,topic_alignment_pn
round_0_cps,0.376044568146122,0.18660850307472457,0.3624633356079968,0.49391266010322704,0.36925395187705945
round_1_random,0.3711372146703813,0.16463338527331742,0.3545640156296452,0.4929363578221438,0.36285061515001327
round_2_random,0.40050066466723055,0.2018698744452703,0.34888216639013014,0.4761947013836175,0.37469141552868035
round_3_random,0.43136979016894667,0.24795110909249077,0.38893433307647884,0.4709527007174348,0.4101520616227128
